round_id,eval_reward_mean,eval_reward_max,eval_reward_min,num_rollout_workers,boost_score,hessian_eigen_ratio,rollback,duration,cost
1,16.878089693679485,25.559642418390528,8.19653696896844,4,1.0,0.3824003698397824,False,0.2432563304901123,0.00025607984322088736
2,55.14429545570984,90.04176966072605,20.24682125069362,4,1.0,1.9700192332451891,False,0.3138720989227295,0.0005864980392102842
3,45.986791349129646,67.18138379641543,24.792198901843854,4,1.0,2.7205516110931374,False,0.2753934860229492,0.0008764091818420975
4,137.68411997985902,150.93954232516978,124.42869763454827,2,0.2944581340223362,1.26083753303393,False,0.3477303981781006,0.0012424705528624263
5,80.08522691762761,122.08729243254348,38.083161402711745,1,0.2723091084953749,1.8643087355044783,False,0.31435585021972656,0.0015733980016060817
6,105.27741985438863,145.01178455174184,65.54305515703541,1,0.0,0.7951167715060506,False,0.3235645294189453,0.0019140195747363714
7,51.79445741633238,58.54383420795934,45.045080624705406,2,0.7041392717255737,1.9919847720878772,False,0.2590808868408203,0.00218675818240201
8,184.0137606123018,193.9547220182069,174.07279920639672,2,0.6415168814956378,2.0807147828944244,False,0.4330747127532959,0.0026426628830992145
9,99.40417975244176,117.56018211145015,81.2481773934334,1,0.0,0.7550299164057256,False,0.31668615341186523,0.0029760434794131618
10,163.10280582067992,166.86032150581988,159.34529013553993,2,0.505017092370503,1.9698417985969292,False,0.3788449764251709,0.003374859666323956
11,148.6831758207633,231.93360331276838,65.43274832875821,1,0.34961619730544413,1.6726120570285312,False,0.39728379249572754,0.003793086690843841
12,207.60339301877855,230.34261555067724,184.86417048687989,1,0.0,0.5922668424002239,False,0.39320898056030273,0.004207024095441088
13,202.2070485659949,220.35856856770488,184.0555285642849,2,0.7012187597469677,2.532659962201049,False,0.3672809600830078,0.004593666656753164
14,224.31061573810535,224.7085716178273,223.91265985838342,1,0.032792871384522075,0.7686581380576852,False,0.3789083957672119,0.004992549606223166
15,199.50887575328102,207.68669894282036,191.33105256374168,1,0.29434114780751147,1.9401902861787947,False,0.3798966407775879,0.005392472897076313
16,145.61099546974202,159.76501785816063,131.4569730813234,1,0.08505608888767634,1.1770515714302163,False,0.33230066299438477,0.005742291138231019
17,208.23479703850214,214.6811794988051,201.78841457819917,1,0.11875008415037874,1.5416730853204264,False,0.360431432723999,0.0061217230921615795
18,182.94574618474786,213.19494809884222,152.69654427065353,1,0.44881978000950434,2.519616140385999,False,0.3709747791290283,0.006512254196066916
19,170.7039297748014,203.80682514110754,137.60103440849528,1,0.0370366392612317,1.81354740061946,False,0.35964369773864746,0.006890856888735736
20,214.4197969051786,218.88166649794135,209.95792731241585,1,0.0,0.8790249384417728,False,0.37665891647338867,0.007287371775250376
21,208.97335054954218,214.43027632121726,203.5164247778671,1,0.19934537754494935,1.9168283914650817,False,0.3676726818084717,0.007674426708309739
22,159.06479332861466,188.72293802604983,129.40664863117948,1,0.15165814162555732,1.5227954534667392,False,0.35903406143188477,0.008052387627054144
23,224.46767460306245,235.85614739586717,213.07920181025776,1,0.0,0.8290377054544383,False,0.40511560440063477,0.008478859325662072
24,181.0259553678402,197.37912704478066,164.6727836908997,1,0.06375514501272464,1.1340516109672467,False,0.3581690788269043,0.008855909663335777
25,163.67420067751766,207.67865011375798,119.66975124127732,1,0.0,0.5353134886384088,False,0.3681008815765381,0.009243415369163326
26,155.13694534045868,165.65577951592203,144.61811116499533,1,0.21913315837284345,1.1536974475310282,False,0.35509467124938965,0.009617229228637838
27,209.3935361056209,226.6283418803109,192.15873033093092,1,0.4381331791422223,1.8482219218043272,False,0.3861734867095947,0.01002376025594311
28,161.25009403866198,166.0207595522208,156.47942852510317,1,0.0,0.8533367329786409,False,0.34311723709106445,0.010384965278248727
29,228.48068087424383,243.42647016801862,213.534891580469,1,0.021732826393065053,1.0007956559524789,False,0.3963351249694824,0.010802193625238207
30,225.314957028528,227.08843183552494,223.54148222153106,1,0.02869048363379338,1.079813460489438,False,0.3850135803222656,0.011207503600473756
31,211.9299037364476,257.68382804411374,166.1759794287815,1,0.004160016449080954,1.097338679195734,False,0.3919391632080078,0.011620104247964457
32,182.6887633488056,197.5924301558301,167.78509654178112,1,0.0838141710883187,1.386865007510064,False,0.3548741340637207,0.01199368594440413
33,149.3614345691111,152.89632444038824,145.82654469783398,1,0.39895958479167737,2.843851839350686,False,0.3418400287628174,0.012353546429004197
34,215.63037653230325,224.59162939227807,206.66912367232842,1,0.0,0.8620859916157401,False,0.36724019050598145,0.01274014607152821
35,182.6758401646143,216.44860535790448,148.90307497132412,1,0.0,0.8068007587955562,False,0.3643920421600342,0.01312374742257742
36,151.29624855323368,191.2552323253388,111.33726478112858,1,0.07443841670830693,1.698179901278704,False,0.3681046962738037,0.013511257144198005
37,182.83308382072383,212.21911608760712,153.44705155384054,1,0.25252748665789376,2.5963970473496367,False,0.364424467086792,0.013894892629488014
38,217.08514999925535,224.56992595155785,209.60037404695285,1,0.0,1.3325162726832986,False,0.37493228912353516,0.01428958986768016
39,131.77056350737726,139.25743161020998,124.28369540454455,1,0.0,1.0060988003171376,False,0.3241615295410156,0.014630839912420437
40,161.40659932847782,187.74186808218636,135.0713305747693,1,0.05239264682341748,1.689404216032193,False,0.3563203811645508,0.015005944096394526
41,157.91358850564035,167.4717507406301,148.3554262706506,1,0.08227646898555174,1.7429871323127315,False,0.3453030586242676,0.015369450168109233
42,173.5222893895007,212.27587059452532,134.7687081844761,1,0.0,1.7034261909905921,False,0.3658943176269531,0.015754632988653063
43,205.70901653146183,209.16841137606676,202.24962168685687,1,0.02770050867954499,2.0045812875038105,False,0.3682515621185303,0.016142297318305496
44,187.8593745761834,227.41432221030993,148.30442694205686,1,0.0,1.0254590455332775,False,0.3859686851501465,0.0165486127477222
45,162.07249956245408,191.12797623541908,133.0170228894891,1,0.03585397776647307,1.4810736819157468,False,0.4103813171386719,0.0169806277466409
46,154.10767647791397,170.38451008850498,137.83084286732293,1,0.16139805107938354,3.0487644872285333,False,0.34023308753967285,0.017338796578424947
47,158.36542689043546,197.5750315264399,119.15582225443103,1,0.03747861976430449,2.325159484256539,False,0.36477065086364746,0.017722796496932886
48,145.18967434000075,190.07050135851654,100.30884732148498,1,0.0,0.7947030379206717,False,0.3752439022064209,0.018117821775218583
49,204.2728593772022,223.23115074493384,185.31456800947055,1,0.10580298822676813,3.1243683044779123,False,0.38382601737976074,0.018521881583884906
50,131.3395026078092,137.31676414085763,125.36224107476077,1,0.05739402327950625,2.1934146627123545,False,0.3248155117034912,0.01886382008614363
