round_id,eval_reward_mean,eval_reward_max,eval_reward_min,num_rollout_workers,boost_score,hessian_eigen_ratio,rollback,rollback_count,duration,cost
1,16.161851047024363,17.14330088028393,15.180401213764798,4,1.0,0.9586674869987444,False,0,1.2474937438964844,0.0013132566857043608
2,7.755264187869364,10.781691292038909,4.728837083699819,3,0.0,1.265530086459949,False,0,0.2564866542816162,0.0015832643031190943
3,13.967150078321701,14.251439109279634,13.68286104736377,2,0.0,0.9789330922192134,False,0,0.4281296730041504,0.0020339632811075376
4,60.3144186274412,105.81417508838757,14.814662166494827,2,0.0,0.9426188149718377,False,0,0.4958834648132324,0.0025559877631399367
5,117.12655723324076,134.27422776576896,99.97888670071258,1,0.0,1.8315691333746271,False,0,0.5282430648803711,0.0031120777155146185
6,137.6300721388052,197.20101053094564,78.05913374666477,1,0.015645874110652738,1.0434138308218797,False,0,0.3702831268310547,0.0035018807059452855
7,197.80255829675974,254.72224475597292,140.88287183754656,1,0.0,0.8557587525781357,False,0,0.8733325004577637,0.004421251845624712
8,169.16097613566473,232.90208691712775,105.41986535420168,1,0.14923988912955394,1.1372926453476193,False,0,0.6580390930175781,0.005113980159965562
9,169.187571278253,225.63144147087402,112.74370108563197,1,0.18599224615296045,1.061293189981072,False,0,0.5875294208526611,0.005732481810781691
10,220.97095068944074,221.11465565244436,220.82724572643713,1,0.0,0.7363121274548332,False,0,0.42668700218200684,0.006181662066041688
11,170.78301135795772,172.56087638194634,169.0051463339691,1,0.11218794543043957,0.8808547230133577,False,0,0.35532093048095703,0.006555714112240592
12,220.14803558539558,228.91327837617018,211.382792794621,3,0.9516915630627597,1.687049892426747,False,0,0.42512059211730957,0.007003245382485567
13,219.19115383885918,234.40581783678726,203.97648984093112,1,0.0,1.3010209829623838,False,0,0.7777395248413086,0.007821984262525299
14,179.1388747981735,209.79276959371137,148.48498000263564,1,0.0,1.5551686983343342,False,0,0.5672376155853271,0.008419124404265557
15,234.7027458400819,242.87064790159263,226.53484377857112,1,0.0,0.9281963235877356,False,0,0.592200756072998,0.009042543644640182
16,233.8585668491673,240.2511554580731,227.46597824026148,1,0.0,1.1487321827168038,False,0,0.6018505096435547,0.009676121335471119
17,204.88453970799424,225.1674577753972,184.60162164059125,1,0.0,2.0767262044917105,True,1,0.6109528541564941,0.010319281210457838
18,152.2725536003847,210.37100635009955,94.17410085066987,1,0.0,0.37741325629045325,False,1,0.65169358253479,0.011005329504071931
19,115.57322386330385,131.63683941862337,99.50960830798434,1,0.1671028836553831,1.1649103071790967,False,1,0.5660152435302734,0.011601182835131516
20,156.13541014299219,197.64310621748015,114.62771406850422,1,0.18040442648076005,1.2774416941902909,False,1,0.6215097904205322,0.012255456166355698
21,160.37540149391225,220.91853410192232,99.83226888590215,1,0.07767521101922559,1.1713400053150462,False,1,0.6343834400177002,0.012923281795124949
22,175.1270249460973,230.9905042881093,119.26354560408528,1,0.0,1.0690053020960533,False,1,0.6413791179656982,0.013598471886346369
23,228.85177899759847,246.77158393167454,210.9319740635224,1,0.1482649009226541,1.486591308663656,False,1,0.6611926555633545,0.01429452000659189
24,203.64214534513462,257.74797617269064,149.5363145175786,1,0.28374576142731794,2.0792589496151903,False,1,0.5851461887359619,0.014910512790709365
25,213.58563597959616,233.94872000952975,193.22255194966257,1,0.0,0.9130122132381026,False,1,0.586251974105835,0.015527669652832877
26,230.13291567312137,230.19930426629952,230.06652707994326,1,0.14670471019952425,1.7911511904835151,False,1,0.39635443687438965,0.015944918329774595
27,184.21737527530564,233.62360212469056,134.8111484259207,1,0.018161818871087945,1.0990178007024225,False,1,0.5759692192077637,0.01655125037078504
28,225.9403389680337,229.13983911120974,222.7408388248577,1,0.12315856091036559,1.7725222279800579,False,1,0.5722026824951172,0.017153617318147494
29,218.38596233977344,220.05868683230085,216.71323784724603,1,0.020149937073711512,1.2994895767716976,False,1,0.6044838428497314,0.017789967161107947
30,232.88616805863197,255.82247420309236,209.94986191417158,1,0.08820835039287225,1.8254160031864506,False,1,0.6500489711761475,0.0184742841459498
31,187.64754017397576,217.55272387294676,157.74235647500473,1,0.0,1.0712398031433203,False,1,0.5556652545928955,0.019059241877544077
32,248.32674371818814,263.60054633422027,233.05294110215598,1,0.0,0.9958258339025834,False,1,0.6275732517242432,0.019719898311797487
33,193.346318855765,218.799745930898,167.89289178063197,1,0.05974699224935055,1.4414479201074053,False,1,0.5549111366271973,0.02030406217130614
34,234.1244237387911,234.89700803547163,233.3518394421106,1,0.04008052169668237,1.294429748709136,False,1,0.6128191947937012,0.020949186773035262
35,222.8786197393503,293.5720470410584,152.18519243764226,1,0.0,0.9337476226343694,False,1,0.6019079685211182,0.02158282495174879
36,191.21677843315678,252.7779444509444,129.65561241536918,1,0.14884650975957975,1.864285548811086,False,1,0.5934205055236816,0.022207528241946377
37,205.96677349800296,249.23033235697048,162.70321463903542,1,0.1915317258250727,2.6158224527369685,False,1,0.666555643081665,0.02290922206522506
38,215.8615751229245,260.2102208763531,171.5129293694959,1,0.0157447338290803,2.2069005480754327,False,1,0.6688966751098633,0.02361338033049195
39,188.02128092771244,189.69555543611162,186.3470064193133,1,0.04294733932142397,2.8134970175337575,False,1,0.5976834297180176,0.024242571269406214
40,211.35530173504998,242.33523767714487,180.3753657929551,1,0.0,0.7611947934523243,False,1,0.3969109058380127,0.024660405750156923
41,241.41279523905024,242.8009224649662,240.0246680131343,1,0.032539993166714444,1.309486402040203,False,1,0.8717396259307861,0.025578100045257145
42,214.12747372963457,247.26725266083992,180.98769479842926,1,0.06586508985989435,1.91513036057508,False,1,0.6154689788818359,0.026226014117223244
43,214.61991200990443,256.5019574449705,172.73786657483834,1,0.048613925907558524,1.9502942736057205,False,1,0.6035237312316895,0.026861353235274183
44,206.12731130981234,230.09204537201742,182.1625772476073,1,0.0,0.6286788645256343,False,1,0.578385591506958,0.027470229030185273
45,219.92470095151367,247.9975658816773,191.85183602135,1,0.03383157263118331,1.0929477816990312,False,1,0.6423261165618896,0.02814641604202765
46,221.7580249273956,227.8016015695328,215.7144482852584,1,0.0,0.4184182575126427,False,1,0.4017770290374756,0.028569373168768706
47,194.7209243712448,250.2227353103343,139.21911343215532,1,0.40731612958054536,3.627629462696241,False,1,0.5965838432312012,0.029197406555340612
48,211.2428447098858,215.12043217378272,207.36525724598886,1,0.11957657219259239,3.8195756678734747,False,1,0.6361768245697021,0.02986712010881047
49,230.44268924089755,230.78647835068702,230.0989001311081,1,0.0,1.3428522794373308,False,1,0.6614809036254883,0.030563471672417204
50,144.50191486185105,151.6574373876857,137.34639233601638,1,0.10839050524794895,4.788809259103221,False,1,0.5398421287536621,0.031131772145489116
