round_id,eval_reward_mean,eval_reward_max,eval_reward_min,num_rollout_workers,boost_score,hessian_eigen_ratio,rollback,rollback_count,duration,cost
1,63.980018567242425,120.30056048267785,7.659476651807003,4,1.0,0.33873490914692705,False,0,0.5166571140289307,0.0005438932359660113
2,75.69750748889048,122.1635584137321,29.231456564048862,3,0.0,1.0277329643914,False,0,0.505868673324585,0.001076429307254744
3,43.31261513578171,72.44567796955698,14.179552302006439,2,0.0,2.154532770648513,False,0,0.3171560764312744,0.001410304599073198
4,70.79702872745533,118.74188459760572,22.85217285730493,2,0.0,1.955098331338785,False,0,0.31351447105407715,0.001740346314465558
5,106.19543084040073,148.91425955035345,63.47660213044802,1,0.0,1.2639049002183635,False,0,0.7858507633209229,0.002567624025433152
6,167.91506710567495,220.89461380932556,114.93552040202437,1,0.0,0.7736536731493409,False,0,0.36861443519592285,0.002955670357398045
7,154.2637231155734,211.60260917354407,96.92483705760274,1,0.0,0.7594482744945034,False,0,0.3821737766265869,0.003357990825706058
8,75.89184155798307,76.98675263239313,74.79693048357301,1,0.0,0.7603296481957812,False,0,0.8637568950653076,0.00426728157190629
9,97.63449831665213,129.5471455524955,65.72185108080875,1,0.0,0.5070810898356539,False,0,0.33037805557250977,0.004615075853371326
10,108.54450866536547,200.8933032912836,16.195714039447346,4,1.0,1.3244781538073738,False,0,0.7611751556396484,0.00541637715610457
11,155.57986507644097,194.7970407121143,116.36268944076764,1,0.0,2.5995730744258427,False,0,0.35892176628112793,0.005794219859941506
12,220.8133422037627,226.68708679915403,214.93959760837134,1,0.0,1.584638210452744,False,0,0.5772109031677246,0.0064018590415848625
13,85.5787147217008,127.89991905307534,43.25751039032626,1,0.0,1.5669670582786819,False,0,0.5664868354797363,0.0069982088250584076
14,161.02629156388832,208.28762669854555,113.7649564292311,1,0.0,1.5589362413784913,False,0,0.35936403274536133,0.007376517109900345
15,155.60657382979355,210.10957199060564,101.10357566898146,1,0.0,1.3068909354496294,False,0,0.8427960872650146,0.008263742077321182
16,177.8127175421443,204.20427526443163,151.42115981985694,1,0.0,1.1350735713989368,False,0,0.55743408203125,0.0088505618819484
17,192.65414638463034,205.00155339105157,180.30673937820913,1,0.0,0.6055550627884128,False,0,0.37526822090148926,0.009245612760914696
18,203.30154329992223,227.8914458172401,178.71164078260438,1,0.2464124392565023,1.1468123099648404,False,0,0.6326940059661865,0.009911659895343544
19,213.39075677745353,215.9897435287957,210.79177002611135,1,0.21638281715516586,1.0538571872983564,False,0,0.5643553733825684,0.010505765854458749
20,212.08868949969457,219.98925907113795,204.1881199282512,1,0.37529558957916276,1.6595162700109216,False,0,0.6224160194396973,0.011160993187515823
