round_id,eval_reward_mean,eval_reward_max,eval_reward_min,num_rollout_workers,boost_score,hessian_eigen_ratio,rollback,duration,cost
1,47.917629723696784,88.88397326253381,6.951286184859755,4,1.0,1.6080935179191709,False,0.2818901538848877,0.00029675028915758484
2,53.62299814372243,64.04708573676801,43.19891055067685,3,0.0,1.0149660790708275,False,0.3222169876098633,0.0006359532833982396
3,23.163961694810368,26.851370495195194,19.476552894425545,4,1.0,2.7599190110919984,False,0.2581014633178711,0.0009076608362021269
4,153.48236194077143,206.92244560968115,100.0422782718617,2,0.0,0.9203067109128523,False,0.3670163154602051,0.0012940248018723946
5,178.34167035447422,228.46742444047388,128.2159162684746,1,0.0,0.9040868949178699,False,0.42207860946655273,0.0017383537281589743
6,168.23620258727937,171.42694660536816,165.0454585691906,1,0.06269441355925066,1.1037679657235975,False,0.3519306182861328,0.0021088367382979686
7,103.88843772685695,164.01740117913687,43.75947427457703,3,0.8561466039856043,1.3986756403642295,False,0.331571102142334,0.0024578869590347195
8,190.25836598719613,226.168102751412,154.34862922298026,4,1.0,2.1977086775984587,False,0.38535428047180176,0.002863555594785714
9,222.16960100467037,228.08412922284282,216.25507278649792,1,0.0,0.7706190149940663,False,0.38269710540771484,0.0032664269797007244
10,198.3926685714324,226.50836811673176,170.27696902613303,1,0.38952411532015024,1.7776793023508002,False,0.38423728942871094,0.0036709197410536402
11,161.77910619593652,178.1950166129541,145.36319577891894,1,0.0,0.3630560796977391,False,0.3530890941619873,0.0040426222973399695
12,220.46219534621392,227.57070517287823,213.3536855195496,1,0.08911684408145668,0.6030391645765697,False,0.39945244789123535,0.004463132300200286
13,157.5675301464935,161.834119611019,153.30094068196803,1,0.1711374288561724,0.8437395205224646,False,0.3380579948425293,0.004819011376993156
14,170.99500564458612,207.30383338597377,134.68617790319843,3,0.8087722291130403,1.3314238183058884,False,0.3809378147125244,0.0052200307283578095
15,145.11967845401387,191.20436236370364,99.03499454432409,1,0.18735711458790222,1.204157238257194,False,0.3644099235534668,0.005603650903436872
16,144.67446410155023,212.46305604054393,76.88587216255652,1,0.0,0.6468084873249376,False,0.35322022438049316,0.005975491502608781
17,161.89777261108236,206.63478599572326,117.16075922644143,1,0.19895650199772294,1.06993916303005,False,0.3766598701477051,0.00637200739307168
18,122.59605843669112,157.80073860354614,87.39137826983612,1,0.0,0.6161463916103117,False,0.33266592025756836,0.006722210146409493
19,193.52247332678127,216.64959273771478,170.39535391584772,1,0.1281323468499814,0.85734004758243,False,0.3721020221710205,0.00711392791715669
20,157.83573731286327,217.29216159860542,98.37931302712116,4,1.0,2.618426878753818,False,0.3742496967315674,0.007507906579382625
21,156.83843132647837,200.53286907141032,113.14399358154645,1,0.0,0.8281589300025671,False,0.40824460983276367,0.00793767223222756
22,130.04511012973228,176.2425447122126,83.84767554725194,1,0.21632313818874688,2.066568017946109,False,0.3834538459777832,0.0083413402500859
23,104.07725730741436,124.92015224955362,83.23436236527508,1,0.1106336490212209,1.5399735869682452,False,0.3516957759857178,0.008711576037966174
24,217.32610223818614,225.16641610555754,209.48578837081476,1,0.0,0.8109002765533981,False,0.39721107482910156,0.009129726511431329
25,214.484192610849,234.36919617479637,194.59918904690159,1,0.047451048090005075,1.0766977871880585,False,0.40032362937927246,0.009551153621026027
26,241.42557836105112,244.6952894704143,238.15586725168797,1,0.1701529271590924,1.4875254148159889,False,0.41961026191711426,0.009992884078231859
27,198.94628590795182,219.40414530777107,178.48842650813256,1,0.0,1.0278400460628967,False,0.3944356441497803,0.010408112811276942
28,227.4395071522668,234.84513539371915,220.03387891081442,1,0.0,0.9765841650759581,False,0.3906424045562744,0.010819348340122789
29,151.01647863035856,162.19245360206241,139.84050365865474,1,0.0,0.9141662340339088,False,0.3633418083190918,0.011201844093152035
30,179.27428893958893,269.8741342572405,88.67444362193736,4,1.0,3.976952525229676,False,0.40227556228637695,0.01162532603384536
31,264.7930603851535,357.55379981199076,172.0323209583163,1,0.01757104949653755,1.2222124443803306,False,0.5298190116882324,0.012183075010717652
32,166.67802156267288,174.6363793177095,158.71966380763624,1,0.0,1.2702100440766084,False,0.3640480041503906,0.012566314187432514
33,226.41096386892139,251.65121410834192,201.17071362950088,1,0.060006178636591405,2.161639829684436,False,0.45804381370544434,0.013048504261440703
34,165.78999754189473,193.04331314290053,138.53668194088894,3,0.7713797545850721,6.9959176293969065,False,0.3717765808105469,0.013439879434844596
35,189.58503401886256,262.8077359545836,116.36233208314148,1,0.0,1.042576370821267,False,0.45351505279541016,0.013917302009558975
36,149.2963321235962,191.2930492409909,107.29961500620146,1,0.05348668806148456,2.654699035985444,False,0.37383508682250977,0.014310844205279411
37,308.0866559557963,327.8947794009958,288.2785325105968,1,0.039969395377090405,2.3523517821086193,False,0.462069034576416,0.014797271693900781
38,177.0345209887467,192.85620748496072,161.2128344925327,1,0.0,2.4021568532397923,False,0.40607452392578125,0.015224752862482897
39,131.46522300435836,144.80368011049046,118.12676589822627,1,0.0,2.0821117693774402,False,0.35612940788269043,0.015599656005818169
40,264.03025079958155,295.73476508108524,232.32573651807786,1,0.3887141442467003,6.105296469622391,False,0.46351170539855957,0.016087602217167984
41,213.49018273308639,294.3024007078226,132.67796475835019,1,0.00971435658825644,2.553516782136118,False,0.41612744331359863,0.016525666255332805
42,207.0694276356217,221.17516266097704,192.9636926102664,1,0.0,2.238317629058929,False,0.42196035385131836,0.0169698706920353
43,224.88639737185866,225.27990230443422,224.49289243928308,1,0.005181714008693445,2.5025271277796057,False,0.4429051876068115,0.017436124091383853
44,279.0788708202241,300.12994953051697,258.0277921099312,1,0.0,0.38110958420305346,False,0.45172548294067383,0.01791166275719066
45,174.69858427945096,197.82031335466627,151.57685520423564,1,0.06444284812521146,1.383796474181501,False,0.3819468021392822,0.018313744285813085
46,256.23858441746944,277.5579220959872,234.9192467389517,1,0.03805614197040218,1.0205617744002995,False,0.42462635040283203,0.018760755259872954
47,267.60936474818084,297.94614443469663,237.27258506166498,1,0.0020408095896962235,1.0801521580778215,False,0.4403238296508789,0.019224291222272094
48,236.1375859837172,250.48286697325378,221.79230499418063,1,0.12113885639357187,2.1626570708893404,False,0.43209052085876465,0.019679159848366254
49,224.0329740489205,228.89567161339068,219.17027648445034,1,0.013972232174364729,1.3790022972741096,False,0.4171581268310547,0.020118308903611735
50,208.52970350454427,227.92967682568695,189.1297301834016,1,0.24892970374392467,5.223674875899147,False,0.38985729217529297,0.020528717932053554
